spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Cyperus sandwicensis,277,Cypsand,Monocot,Cyperaceae,Cyperus,sandwicensis,0,161,142,144,116,0,0,0,0,0,0,0,1,1,1,0,2727.0855,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyperus sandwicensis,Cyperaceae,Cyperus,sandwicensis,Apparently Secure,0,0,0
Cyperus trachysanthos,278,Cyptrac,Monocot,Cyperaceae,Cyperus,trachysanthos,0,0,143,145,117,97,0,28,0,0,0,0,1,1,1,1,893.3895,Pu‘uka‘a,Endangered,Endangered,Endemic,Coastal,Cyperus trachysanthos,Cyperaceae,Cyperus,trachysanthos,Endangered,0,1,0
Cyrtandra biserrata,279,Cyrbise,Dicot,Gesneriaceae,Cyrtandra,biserrata,0,162,0,0,118,0,0,0,0,0,0,0,1,1,1,0,493.191,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra biserrata,Gesneriaceae,Cyrtandra,biserrata,Rare,0,0,0
Cyrtandra calpidicarpa,280,Cyrcalp,Dicot,Gesneriaceae,Cyrtandra,calpidicarpa,0,0,0,146,0,0,0,0,0,0,0,0,1,1,1,0,522.0846,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra calpidicarpa,Gesneriaceae,Cyrtandra,calpidicarpa,Apparently Secure,0,0,0
Cyrtandra confertiflora,281,Cyrconf,Dicot,Gesneriaceae,Cyrtandra,confertiflora,0,0,144,0,0,0,0,0,0,0,0,0,1,1,1,0,866.4876,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra confertiflora,Gesneriaceae,Cyrtandra,confertiflora,Apparently Secure,0,0,0
Cyrtandra cordifolia,282,Cyrcord,Dicot,Gesneriaceae,Cyrtandra,cordifolia,0,0,0,147,0,0,0,0,0,0,0,0,1,1,1,0,244.1475,Hahala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra cordifolia,Gesneriaceae,Cyrtandra,cordifolia,Apparently Secure,1,0,0
Cyrtandra crenata,283,Cyrcren,Dicot,Gesneriaceae,Cyrtandra,crenata,0,0,0,148,0,0,0,0,0,0,0,0,1,1,1,0,134.7696,Ha‘iwale,Extinct,Extinct,Endemic,Non_coastal,Cyrtandra crenata,Gesneriaceae,Cyrtandra,crenata,Extinct,0,0,0
Cyrtandra cyaneoides,284,Cyrcyan,Dicot,Gesneriaceae,Cyrtandra,cyaneoides,0,0,145,0,0,0,0,0,0,0,0,0,1,1,1,0,121.8825,M?pele,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra cyaneoides,Gesneriaceae,Cyrtandra,cyaneoides,Endangered,0,1,0
Cyrtandra dentata,285,Cyrdent,Dicot,Gesneriaceae,Cyrtandra,dentata,0,0,0,149,0,0,0,0,0,0,0,0,1,1,1,0,245.0754,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra dentata,Gesneriaceae,Cyrtandra,dentata,Endangered,0,1,0
Cyrtandra ferripilosa,286,Cyrferr,Dicot,Gesneriaceae,Cyrtandra,ferripilosa,0,163,0,0,0,0,0,0,0,0,0,0,1,1,1,0,17.7813,Ha‘iwale,Rare,Endangered,Endemic,Non_coastal,Cyrtandra ferripilosa,Gesneriaceae,Cyrtandra,ferripilosa,Rare,0,0,0
Cyrtandra filipes,287,Cyrfili,Dicot,Gesneriaceae,Cyrtandra,filipes,0,164,0,0,119,0,0,0,0,0,0,0,1,1,1,0,181.2384,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra filipes,Gesneriaceae,Cyrtandra,filipes,Rare,0,0,0
Cyrtandra garnotiana,288,Cyrgarn,Dicot,Gesneriaceae,Cyrtandra,garnotiana,0,0,0,150,0,0,0,0,0,0,0,0,1,1,1,0,264.6684,Hahala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra garnotiana,Gesneriaceae,Cyrtandra,garnotiana,Apparently Secure,0,0,0
Cyrtandra giffardii,289,Cyrgiff,Dicot,Gesneriaceae,Cyrtandra,giffardii,136,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,939.8097,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra giffardii,Gesneriaceae,Cyrtandra,giffardii,Endangered,0,1,0
Cyrtandra grandiflora,290,Cyrgran,Dicot,Gesneriaceae,Cyrtandra,grandiflora,0,0,0,151,0,0,0,0,0,0,0,0,1,1,1,0,208.0818,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra grandiflora,Gesneriaceae,Cyrtandra,grandiflora,Apparently Secure,0,0,0
Cyrtandra grayana,291,Cyrgray1,Dicot,Gesneriaceae,Cyrtandra,grayana,0,165,0,0,120,98,0,0,0,0,0,0,1,1,1,0,180.3474,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra grayana,Gesneriaceae,Cyrtandra,grayana,Apparently Secure,0,0,0
Cyrtandra grayi,292,Cyrgray2,Dicot,Gesneriaceae,Cyrtandra,grayi,0,166,0,0,121,0,0,0,0,0,0,0,1,1,1,0,486.1305,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra grayi,Gesneriaceae,Cyrtandra,grayi,Apparently Secure,0,0,0
Cyrtandra halawensis,293,Cyrhala,Dicot,Gesneriaceae,Cyrtandra,halawensis,0,0,0,0,122,0,0,0,0,0,0,0,1,1,1,0,141.5934,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra halawensis,Gesneriaceae,Cyrtandra,halawensis,Rare,0,0,0
Cyrtandra hashimotoi,294,Cyrhash,Dicot,Gesneriaceae,Cyrtandra,hashimotoi,0,167,0,0,0,0,0,0,0,0,0,0,1,1,1,0,397.5696,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra hashimotoi,Gesneriaceae,Cyrtandra,hashimotoi,Apparently Secure,0,0,0
Cyrtandra hawaiensis,295,Cyrhawa,Dicot,Gesneriaceae,Cyrtandra,hawaiensis,137,168,0,152,123,0,0,0,0,0,0,0,1,1,1,0,5977.9251,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra hawaiensis,Gesneriaceae,Cyrtandra,hawaiensis,Apparently Secure,0,0,0
Cyrtandra heinrichii,296,Cyrhein,Dicot,Gesneriaceae,Cyrtandra,heinrichii,0,0,146,0,0,0,0,0,0,0,0,0,1,1,1,0,40.1679,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra heinrichii,Gesneriaceae,Cyrtandra,heinrichii,Rare,0,0,0
Cyrtandra hematos,297,Cyrhema,Dicot,Gesneriaceae,Cyrtandra,hematos,0,0,0,0,124,0,0,0,0,0,0,0,1,1,1,0,9.0288,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra hematos,Gesneriaceae,Cyrtandra,hematos,Rare,0,0,0
Cyrtandra kalihii,298,Cyrkali,Dicot,Gesneriaceae,Cyrtandra,kalihii,0,0,0,153,0,0,0,0,0,0,0,0,1,1,1,0,338.1831,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra kalihii,Gesneriaceae,Cyrtandra,kalihii,Rare,0,0,0
Cyrtandra kamooloaensis,299,Cyrkamo,Dicot,Gesneriaceae,Cyrtandra,kamooloaensis,0,0,147,0,0,0,0,0,0,0,0,0,1,1,1,0,314.8794,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra kamooloaensis,Gesneriaceae,Cyrtandra,kamooloaensis,Rare,0,0,0
Cyrtandra kauaiensis,300,Cyrkaua,Dicot,Gesneriaceae,Cyrtandra,kauaiensis,0,0,148,0,0,0,0,0,0,0,0,0,1,1,1,0,268.7976,Ulunahele,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra kauaiensis,Gesneriaceae,Cyrtandra,kauaiensis,Apparently Secure,0,0,0
Cyrtandra kaulantha,301,Cyrkaul,Dicot,Gesneriaceae,Cyrtandra,kaulantha,0,0,0,154,0,0,0,0,0,0,0,0,1,1,1,0,66.4659,Ha‘iwale,Vulnerable,Vulnerable,Endemic,Non_coastal,Cyrtandra kaulantha,Gesneriaceae,Cyrtandra,kaulantha,Vulnerable,0,0,0
Cyrtandra kealiae,302,Cyrkeal,Dicot,Gesneriaceae,Cyrtandra,kealiae,0,0,149,0,0,0,0,0,0,0,0,0,1,1,1,0,486.5913,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra kealiae,Gesneriaceae,Cyrtandra,kealiae,Rare,0,0,0
Cyrtandra kohalae,303,Cyrkoha,Dicot,Gesneriaceae,Cyrtandra,kohalae,138,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,200.3832,Ha‘iwale,Extinct,Extinct,Endemic,Non_coastal,Cyrtandra kohalae,Gesneriaceae,Cyrtandra,kohalae,Extinct,0,0,0
Cyrtandra laxiflora,304,Cyrlaxi,Dicot,Gesneriaceae,Cyrtandra,laxiflora,0,0,0,155,0,0,0,0,0,0,0,0,1,1,1,0,366.4944,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra laxiflora,Gesneriaceae,Cyrtandra,laxiflora,Apparently Secure,0,0,0
Cyrtandra lessoniana,305,Cyrless,Dicot,Gesneriaceae,Cyrtandra,lessoniana,0,0,0,156,0,0,0,0,0,0,0,0,1,1,1,0,297.342,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra lessoniana,Gesneriaceae,Cyrtandra,lessoniana,Apparently Secure,0,0,0
Cyrtandra longifolia,306,Cyrlong,Dicot,Gesneriaceae,Cyrtandra,longifolia,0,0,150,0,0,0,0,0,0,0,0,0,1,1,1,0,615.6279,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra longifolia,Gesneriaceae,Cyrtandra,longifolia,Apparently Secure,0,0,0
Cyrtandra lydgatei,307,Cyrlydg,Dicot,Gesneriaceae,Cyrtandra,lydgatei,0,169,0,0,125,99,0,0,0,0,0,0,1,1,1,0,182.304,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra lydgatei,Gesneriaceae,Cyrtandra,lydgatei,Rare,0,0,0
Cyrtandra lysiosepala,308,Cyrlysi,Dicot,Gesneriaceae,Cyrtandra,lysiosepala,139,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3376.9701,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra lysiosepala,Gesneriaceae,Cyrtandra,lysiosepala,Apparently Secure,0,0,0
Cyrtandra macraei,309,Cyrmacr1,Dicot,Gesneriaceae,Cyrtandra,macraei,0,0,0,157,0,0,0,0,0,0,0,0,1,1,1,0,189.5139,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra macraei,Gesneriaceae,Cyrtandra,macraei,Apparently Secure,0,0,0
Cyrtandra macrocalyx,310,Cyrmacr2,Dicot,Gesneriaceae,Cyrtandra,macrocalyx,0,0,0,0,126,0,0,0,0,0,0,0,1,1,1,0,106.8201,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra macrocalyx,Gesneriaceae,Cyrtandra,macrocalyx,Apparently Secure,0,0,0
Cyrtandra menziesii,311,Cyrmenz,Dicot,Gesneriaceae,Cyrtandra,menziesii,140,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1349.2431,Ha‘iwale,Vulnerable,Vulnerable,Endemic,Non_coastal,Cyrtandra menziesii,Gesneriaceae,Cyrtandra,menziesii,Vulnerable,0,0,0
Cyrtandra munroi,312,Cyrmunr,Dicot,Gesneriaceae,Cyrtandra,munroi,0,170,0,0,0,100,0,0,0,0,0,0,1,1,1,0,102.555,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra munroi,Gesneriaceae,Cyrtandra,munroi,Endangered,0,1,0
Cyrtandra nanawalensis,313,Cyrnana,Dicot,Gesneriaceae,Cyrtandra,nanawalensis,141,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,434.5407,Ha‘iwale,Rare,Rare,Endemic,Coastal,Cyrtandra nanawalensis,Gesneriaceae,Cyrtandra,nanawalensis,Rare,0,0,0
Cyrtandra oenobarba,314,Cyroeno,Dicot,Gesneriaceae,Cyrtandra,oenobarba,0,0,151,0,0,0,0,0,0,0,0,0,1,1,1,0,99.8973,Ha‘iwale,Rare,Endangered,Endemic,Non_coastal,Cyrtandra oenobarba,Gesneriaceae,Cyrtandra,oenobarba,Rare,0,0,0
Cyrtandra oxybapha,315,Cyroxyb,Dicot,Gesneriaceae,Cyrtandra,oxybapha,0,171,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4.0149,Ha‘iwale,Vulnerable,Endangered,Endemic,Non_coastal,Cyrtandra oxybapha,Gesneriaceae,Cyrtandra,oxybapha,Vulnerable,0,0,0
Cyrtandra paliku,316,Cyrpali,Dicot,Gesneriaceae,Cyrtandra,paliku,0,0,152,0,0,0,0,0,0,0,0,0,1,1,1,0,2.6802,Ha‘iwale,Rare,Endangered,Endemic,Non_coastal,Cyrtandra paliku,Gesneriaceae,Cyrtandra,paliku,Rare,0,0,0
Cyrtandra paludosa,317,Cyrpalu,Dicot,Gesneriaceae,Cyrtandra,paludosa,142,172,153,158,0,0,0,0,0,0,0,0,1,1,1,0,4236.0714,Moa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra paludosa,Gesneriaceae,Cyrtandra,paludosa,Apparently Secure,0,0,0
Cyrtandra pickeringii,318,Cyrpick,Dicot,Gesneriaceae,Cyrtandra,pickeringii,0,0,154,0,0,0,0,0,0,0,0,0,1,1,1,0,383.0139,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra pickeringii,Gesneriaceae,Cyrtandra,pickeringii,Rare,0,0,0
Cyrtandra platyphylla,319,Cyrplat,Dicot,Gesneriaceae,Cyrtandra,platyphylla,143,173,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4877.2719,‘Ilihia,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra platyphylla,Gesneriaceae,Cyrtandra,platyphylla,Apparently Secure,0,0,0
Cyrtandra polyantha,320,Cyrpoly,Dicot,Gesneriaceae,Cyrtandra,polyantha,0,0,0,159,0,0,0,0,0,0,0,0,1,1,1,0,41.6925,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra polyantha,Gesneriaceae,Cyrtandra,polyantha,Endangered,0,1,0
Cyrtandra procera,321,Cyrproc,Dicot,Gesneriaceae,Cyrtandra,procera,0,0,0,0,127,0,0,0,0,0,0,0,1,1,1,0,32.7618,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra procera,Gesneriaceae,Cyrtandra,procera,Apparently Secure,0,0,0
Cyrtandra propinqua,322,Cyrprop,Dicot,Gesneriaceae,Cyrtandra,propinqua,0,0,0,160,0,0,0,0,0,0,0,0,1,1,1,0,290.1456,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra propinqua,Gesneriaceae,Cyrtandra,propinqua,Apparently Secure,0,0,0
Cyrtandra rivularis,323,Cyrrivu,Dicot,Gesneriaceae,Cyrtandra,rivularis,0,0,0,161,0,0,0,0,0,0,0,0,1,1,1,0,274.1094,Ha‘iwale,Vulnerable,Vulnerable,Endemic,Non_coastal,Cyrtandra rivularis,Gesneriaceae,Cyrtandra,rivularis,Vulnerable,0,0,0
Cyrtandra sandwicensis,324,Cyrsand,Dicot,Gesneriaceae,Cyrtandra,sandwicensis,0,0,0,162,0,0,0,0,0,0,0,0,1,1,1,0,65.4588,Ha‘iwale,Vulnerable,Vulnerable,Endemic,Non_coastal,Cyrtandra sandwicensis,Gesneriaceae,Cyrtandra,sandwicensis,Vulnerable,0,0,0
Cyrtandra sessilis,325,Cyrsess,Dicot,Gesneriaceae,Cyrtandra,sessilis,0,0,0,163,0,0,0,0,0,0,0,0,1,1,1,0,36.8829,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra sessilis,Gesneriaceae,Cyrtandra,sessilis,Endangered,0,1,0
Cyrtandra spathulata,326,Cyrspat,Dicot,Gesneriaceae,Cyrtandra,spathulata,0,174,0,0,0,0,0,0,0,0,0,0,1,1,1,0,580.0878,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra spathulata,Gesneriaceae,Cyrtandra,spathulata,Apparently Secure,0,0,0
Cyrtandra subumbellata,327,Cyrsubu,Dicot,Gesneriaceae,Cyrtandra,subumbellata,0,0,0,164,0,0,0,0,0,0,0,0,1,1,1,0,109.2825,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra subumbellata,Gesneriaceae,Cyrtandra,subumbellata,Endangered,0,1,0
Cyrtandra tintinnabula,328,Cyrtint,Dicot,Gesneriaceae,Cyrtandra,tintinnabula,144,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1097.2872,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra tintinnabula,Gesneriaceae,Cyrtandra,tintinnabula,Endangered,0,1,0
Cyrtandra viridiflora,329,Cyrviri,Dicot,Gesneriaceae,Cyrtandra,viridiflora,0,0,0,165,0,0,0,0,0,0,0,0,1,1,1,0,41.346,Ha‘iwale,Endangered,Endangered,Endemic,Non_coastal,Cyrtandra viridiflora,Gesneriaceae,Cyrtandra,viridiflora,Endangered,0,1,0
Cyrtandra waianaeensis,330,Cyrwaia,Dicot,Gesneriaceae,Cyrtandra,waianaeensis,0,0,0,166,0,0,0,0,0,0,0,0,1,1,1,0,36.2898,Hahala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra waianaeensis,Gesneriaceae,Cyrtandra,waianaeensis,Apparently Secure,0,0,0
Cyrtandra wainihaensis,331,Cyrwain,Dicot,Gesneriaceae,Cyrtandra,wainihaensis,0,0,155,0,0,0,0,0,0,0,0,0,1,1,1,0,288.3312,Ha‘iwale,Rare,Rare,Endemic,Non_coastal,Cyrtandra wainihaensis,Gesneriaceae,Cyrtandra,wainihaensis,Rare,0,0,0
Cyrtandra waiolani,332,Cyrwaio,Dicot,Gesneriaceae,Cyrtandra,waiolani,0,0,0,167,0,0,0,0,0,0,0,0,1,1,1,0,37.7901,Ha‘iwale,Extinct,Extinct,Endemic,Non_coastal,Cyrtandra waiolani,Gesneriaceae,Cyrtandra,waiolani,Extinct,0,0,0
Cyrtandra wawrae,333,Cyrwawr,Dicot,Gesneriaceae,Cyrtandra,wawrae,0,0,156,0,0,0,0,0,0,0,0,0,1,1,1,0,639.5085,Ha‘iwale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyrtandra wawrae,Gesneriaceae,Cyrtandra,wawrae,Apparently Secure,0,0,0
Cyrtomium caryotideum,334,Cyrcary,Pteridophyte,Dryopteridaceae,Cyrtomium,caryotideum,145,175,157,168,128,101,0,0,0,0,0,0,1,1,1,1,2640.3462,K?‘ape‘ape,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Cyrtomium caryotideum,Dryopteridaceae,Cyrtomium,caryotideum,Apparently Secure,0,0,0
Cystopteris douglasii,335,Cysdoug,Pteridophyte,Woodsiaceae,Cystopteris,douglasii,146,176,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2862.3465,None,Rare,Rare,Endemic,Non_coastal,Cystopteris douglasii,Athyriaceae,Cystopteris,douglasii,Rare,0,0,0
Cystopteris sandwicensis,336,Cyssand,Pteridophyte,Woodsiaceae,Cystopteris,sandwicensis,0,177,158,169,0,102,0,0,0,0,0,0,1,1,1,0,418.4244,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cystopteris sandwicensis,Athyriaceae,Cystopteris,sandwicensis,Apparently Secure,0,0,0
Delissea niihauensis,337,Delniih,Dicot,Campanulaceae,Delissea,niihauensis,0,0,159,0,0,0,0,29,0,0,0,0,1,1,1,0,86.2569,None,"Endangered, with extinct subspecies",Endangered,Endemic,Non_coastal,Delissea niihauensis,Campanulaceae,Delissea,niihauensis,Endangered,0,1,0
Delissea rhytidosperma,338,Delrhyt,Dicot,Campanulaceae,Delissea,rhytidosperma,0,0,160,0,0,0,0,0,0,0,0,0,1,1,1,0,551.8386,None,Endangered,Endangered,Endemic,Non_coastal,Delissea rhytidosperma,Campanulaceae,Delissea,rhytidosperma,Endangered,0,1,0
Delissea subcordata,339,Delsubc,Dicot,Campanulaceae,Delissea,subcordata,0,0,0,170,0,0,0,0,0,0,0,0,1,1,1,0,554.1255,None,Endangered,Endangered,Endemic,Non_coastal,Delissea subcordata,Campanulaceae,Delissea,subcordata,Endangered,0,1,0
Delissea undulata,340,Delundu,Dicot,Campanulaceae,Delissea,undulata,147,178,0,0,0,0,0,0,0,0,0,0,1,1,1,0,268.1973,None,Endangered,Endangered,Endemic,Non_coastal,Delissea undulata,Campanulaceae,Delissea,undulata,Endangered,0,1,0
Deparia fenzliana,341,Depfenz,Pteridophyte,Woodsiaceae,Deparia,fenzliana,148,179,161,171,129,103,0,0,0,0,0,0,1,1,1,0,607.3965,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Deparia fenzliana,Athyriaceae,Deparia,fenzliana,Apparently Secure,0,0,0
Deparia marginalis,342,Depmarg,Pteridophyte,Woodsiaceae,Deparia,marginalis,149,180,162,0,130,104,0,0,0,0,0,0,1,1,1,0,2249.1171,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Deparia marginalis,Athyriaceae,Deparia,marginalis,Apparently Secure,0,0,0
Deparia prolifera,343,Depprol,Pteridophyte,Woodsiaceae,Deparia,prolifera,150,181,163,172,131,105,0,0,0,0,0,0,1,1,1,0,2418.408,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Deparia prolifera,Athyriaceae,Deparia,prolifera,Apparently Secure,0,0,0
Deschampsia nubigena,344,Desnubi,Monocot,Poaceae,Deschampsia,nubigena,151,182,164,0,132,0,0,0,1,0,0,0,1,1,1,0,10278.117,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Deschampsia nubigena,Poaceae,Deschampsia,nubigena,Apparently Secure,0,0,0
Dianella sandwicensis,345,Diasand,Monocot,Hemerocallidaceae,Dianella,sandwicensis,152,183,165,173,133,106,0,0,1,0,0,0,1,1,1,1,8432.9955,‘Uki‘uki,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Dianella sandwicensis,Hemerocallidaceae,Dianella,sandwicensis,Apparently Secure,0,0,0
Dichanthelium cynodon,346,Diccyno,Monocot,Poaceae,Dichanthelium,cynodon,0,184,166,0,134,0,0,0,0,0,0,0,1,1,1,0,412.7706,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Dichanthelium cynodon,Poaceae,Dichanthelium,cynodon,Apparently Secure,0,0,0
Dichanthelium hillebrandianum,347,Dichill,Monocot,Poaceae,Dichanthelium,hillebrandianum,153,185,167,0,135,0,0,0,0,0,0,0,1,1,1,0,1368.2844,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Dichanthelium hillebrandianum,Poaceae,Dichanthelium,hillebrandianum,Apparently Secure,0,0,0
Dichanthelium isachnoides,348,Dicisac,Monocot,Poaceae,Dichanthelium,isachnoides,0,186,168,0,136,0,0,0,0,0,0,0,1,1,1,0,90.8226,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Dichanthelium isachnoides,Poaceae,Dichanthelium,isachnoides,Apparently Secure,0,0,0
Dichanthelium koolauense,349,Dickool,Monocot,Poaceae,Dichanthelium,koolauense,0,187,0,174,0,0,0,0,0,0,0,0,1,1,1,0,107.3637,None,Rare,Rare,Endemic,Non_coastal,Dichanthelium koolauense,Poaceae,Dichanthelium,koolauense,Rare,0,0,0
Dicranopteris linearis,350,Dicline,Pteridophyte,Gleicheniaceae,Dicranopteris,linearis,154,188,169,175,137,107,0,0,1,0,0,0,1,1,1,1,8824.9122,Uluhe,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Dicranopteris linearis,Gleicheniaceae,Dicranopteris,linearis,Apparently Secure,0,0,0
Asplenium dielerectum,351,Dieerec,Pteridophyte,Aspleniaceae,Asplenium,dielerectum,155,189,170,176,138,108,0,0,0,0,0,0,1,1,1,0,1744.2252,None,Endangered,Endangered,Endemic,Non_coastal,Diellia erecta,Aspleniaceae,Diellia,erecta,Endangered,0,1,0
Asplenium dielfalcatum,352,Diefalc,Pteridophyte,Aspleniaceae,Asplenium,dielfalcatum,0,0,0,177,0,0,0,0,0,0,0,0,1,1,1,0,559.7037,None,Endangered,Endangered,Endemic,Non_coastal,Diellia falcata,Aspleniaceae,Diellia,falcata,Endangered,0,1,0
Asplenium dielmannii,353,Diemann,Pteridophyte,Aspleniaceae,Asplenium,dielmannii,0,0,171,0,0,0,0,0,0,0,0,0,1,1,1,0,31.14,None,Endangered,Endangered,Endemic,Non_coastal,Diellia mannii,Aspleniaceae,Diellia,mannii,Endangered,0,1,0
Asplenium dielpallidum,354,Diepall,Pteridophyte,Aspleniaceae,Asplenium,dielpallidum,0,0,172,0,0,0,0,0,0,0,0,0,1,1,1,0,49.3074,None,Endangered,Endangered,Endemic,Non_coastal,Diellia pallida,Aspleniaceae,Diellia,pallida,Endangered,0,1,0
Asplenium unisorum,355,Dieunis,Pteridophyte,Aspleniaceae,Asplenium,unisorum,0,0,0,178,0,0,0,0,0,0,0,0,1,1,1,0,18.2754,None,Endangered,Endangered,Endemic,Non_coastal,Diellia unisora,Aspleniaceae,Diellia,unisora,Endangered,0,1,0
Digitaria setigera,356,Digseti,Monocot,Poaceae,Digitaria,setigera,156,190,173,179,139,109,0,30,0,0,0,0,1,1,1,0,6928.5402,K?kaepua‘a,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Digitaria setigera,Poaceae,Digitaria,setigera,Apparently Secure,0,0,0
Diospyros hillebrandii,357,Diohill,Dicot,Ebenaceae,Diospyros,hillebrandii,0,0,174,180,0,0,0,0,0,0,0,0,1,1,1,1,718.0821,Lama,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Diospyros hillebrandii,Ebenaceae,Diospyros,hillebrandii,Apparently Secure,1,0,0
Diospyros sandwicensis,358,Diosand,Dicot,Ebenaceae,Diospyros,sandwicensis,157,191,175,181,140,110,17,0,0,0,0,0,1,1,1,1,7712.3826,Lama,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Diospyros sandwicensis,Ebenaceae,Diospyros,sandwicensis,Apparently Secure,1,0,0
Diplazium arnottii,359,Diparno,Pteridophyte,Woodsiaceae,Diplazium,arnottii,158,192,176,182,141,111,0,0,0,0,0,0,1,1,1,0,650.5542,H?‘i‘o,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Diplazium arnottii,Athyriaceae,Diplazium,arnottii,Apparently Secure,0,0,0
Diplazium molokaiense,360,Dipmolo,Pteridophyte,Woodsiaceae,Diplazium,molokaiense,0,193,177,183,142,112,0,0,0,0,0,0,1,1,1,0,506.8449,None,Endangered,Endangered,Endemic,Non_coastal,Diplazium molokaiense,Athyriaceae,Diplazium,molokaiense,Endangered,0,1,0
