"","","","","","","pSum",""
"86",0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.111111111111111,0.777777777777778,0.222222222222222
"87",0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.222222222222222,0.888888888888889,0.111111111111111
"88",0.111111111111111,0.333333333333333,0.222222222222222,1e-04,1e-04,0.666666666666667,0.333333333333333
"89",0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.111111111111111,0.777777777777778,0.222222222222222
"90",0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.222222222222222,0.888888888888889,0.111111111111111
"91",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,1e-04,0.555555555555556,0.444444444444444
"92",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"93",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
"94",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,1e-04,0.555555555555556,0.444444444444444
"95",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"96",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
"97",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,1e-04,0.555555555555556,0.444444444444444
"98",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"99",0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
"100",0.111111111111111,0.333333333333333,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"101",0.111111111111111,0.333333333333333,1e-04,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"102",0.111111111111111,0.333333333333333,1e-04,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"103",0.111111111111111,0.333333333333333,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"104",0.111111111111111,0.333333333333333,1e-04,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"105",0.111111111111111,0.333333333333333,1e-04,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"106",0.111111111111111,0.333333333333333,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"107",0.111111111111111,0.333333333333333,1e-04,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"108",0.111111111111111,0.333333333333333,1e-04,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"109",0.222222222222222,1e-04,0.222222222222222,1e-04,1e-04,0.444444444444444,0.555555555555556
"110",0.222222222222222,1e-04,0.222222222222222,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"111",0.222222222222222,1e-04,0.222222222222222,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"112",0.222222222222222,1e-04,0.222222222222222,1e-04,1e-04,0.444444444444444,0.555555555555556
"113",0.222222222222222,1e-04,0.222222222222222,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"114",0.222222222222222,1e-04,0.222222222222222,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"115",0.222222222222222,1e-04,0.222222222222222,1e-04,1e-04,0.444444444444444,0.555555555555556
"116",0.222222222222222,1e-04,0.222222222222222,1e-04,0.111111111111111,0.555555555555556,0.444444444444444
"117",0.222222222222222,1e-04,0.222222222222222,1e-04,0.222222222222222,0.666666666666667,0.333333333333333
"118",0.222222222222222,1e-04,0.111111111111111,1e-04,1e-04,0.333333333333333,0.666666666666667
"119",0.222222222222222,1e-04,0.111111111111111,1e-04,0.111111111111111,0.444444444444444,0.555555555555556
"120",0.222222222222222,1e-04,0.111111111111111,1e-04,0.222222222222222,0.555555555555556,0.444444444444444
"121",0.222222222222222,1e-04,0.111111111111111,1e-04,1e-04,0.333333333333333,0.666666666666667
"122",0.222222222222222,1e-04,0.111111111111111,1e-04,0.111111111111111,0.444444444444444,0.555555555555556
"123",0.222222222222222,1e-04,0.111111111111111,1e-04,0.222222222222222,0.555555555555556,0.444444444444444
"124",0.222222222222222,1e-04,0.111111111111111,1e-04,1e-04,0.333333333333333,0.666666666666667
"125",0.222222222222222,1e-04,0.111111111111111,1e-04,0.111111111111111,0.444444444444444,0.555555555555556
"126",0.222222222222222,1e-04,0.111111111111111,1e-04,0.222222222222222,0.555555555555556,0.444444444444444
"127",0.222222222222222,1e-04,1e-04,1e-04,1e-04,0.222222222222222,0.777777777777778
"128",0.222222222222222,1e-04,1e-04,1e-04,0.111111111111111,0.333333333333333,0.666666666666667
"129",0.222222222222222,1e-04,1e-04,1e-04,0.222222222222222,0.444444444444444,0.555555555555556
"130",0.222222222222222,1e-04,1e-04,1e-04,1e-04,0.222222222222222,0.777777777777778
"131",0.222222222222222,1e-04,1e-04,1e-04,0.111111111111111,0.333333333333333,0.666666666666667
"132",0.222222222222222,1e-04,1e-04,1e-04,0.222222222222222,0.444444444444444,0.555555555555556
"133",0.222222222222222,1e-04,1e-04,1e-04,1e-04,0.222222222222222,0.777777777777778
"134",0.222222222222222,1e-04,1e-04,1e-04,0.111111111111111,0.333333333333333,0.666666666666667
"135",0.222222222222222,1e-04,1e-04,1e-04,0.222222222222222,0.444444444444444,0.555555555555556
"136",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,1e-04,0.777777777777778,0.222222222222222
"137",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.111111111111111,0.888888888888889,0.111111111111111
"138",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.222222222222222,0.9999,1e-04
"139",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,1e-04,0.777777777777778,0.222222222222222
"140",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.111111111111111,0.888888888888889,0.111111111111111
"141",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.222222222222222,0.9999,1e-04
"142",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,1e-04,0.777777777777778,0.222222222222222
"143",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.111111111111111,0.888888888888889,0.111111111111111
"144",0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.222222222222222,0.9999,1e-04
"145",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,1e-04,0.666666666666667,0.333333333333333
"146",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.777777777777778,0.222222222222222
"147",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.888888888888889,0.111111111111111
"148",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,1e-04,0.666666666666667,0.333333333333333
"149",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.777777777777778,0.222222222222222
"150",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.888888888888889,0.111111111111111
"151",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,1e-04,0.666666666666667,0.333333333333333
"152",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.111111111111111,0.777777777777778,0.222222222222222
"153",0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.222222222222222,0.888888888888889,0.111111111111111
"154",0.222222222222222,0.333333333333333,1e-04,1e-04,1e-04,0.555555555555556,0.444444444444444
"155",0.222222222222222,0.333333333333333,1e-04,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"156",0.222222222222222,0.333333333333333,1e-04,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
"157",0.222222222222222,0.333333333333333,1e-04,1e-04,1e-04,0.555555555555556,0.444444444444444
"158",0.222222222222222,0.333333333333333,1e-04,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"159",0.222222222222222,0.333333333333333,1e-04,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
"160",0.222222222222222,0.333333333333333,1e-04,1e-04,1e-04,0.555555555555556,0.444444444444444
"161",0.222222222222222,0.333333333333333,1e-04,1e-04,0.111111111111111,0.666666666666667,0.333333333333333
"162",0.222222222222222,0.333333333333333,1e-04,1e-04,0.222222222222222,0.777777777777778,0.222222222222222
