"","","","","pSum",""
"1",0.142857142857143,0.428571428571429,0.428571428571429,0.9999,1e-04
"2",0.142857142857143,0.428571428571429,1e-04,0.571428571428571,0.428571428571429
"3",0.142857142857143,1e-04,0.428571428571429,0.571428571428571,0.428571428571429
"4",0.142857142857143,1e-04,1e-04,0.142857142857143,0.857142857142857
"5",1e-04,0.428571428571429,0.428571428571429,0.857142857142857,0.142857142857143
"6",1e-04,0.428571428571429,1e-04,0.428571428571429,0.571428571428571
"7",1e-04,1e-04,0.428571428571429,0.428571428571429,0.571428571428571
"8",1e-04,1e-04,1e-04,1e-04,0.9999
