"","","","","","","","pSum",""
"190",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.181818181818182,0.545454545454545,0.454545454545455
"191",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.0909090909090909,0.454545454545455,0.545454545454545
"192",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,1e-04,0.363636363636364,0.636363636363636
"193",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.181818181818182,0.454545454545455,0.545454545454545
"194",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.0909090909090909,0.363636363636364,0.636363636363636
"195",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.272727272727273,0.727272727272727
"196",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.181818181818182,0.363636363636364,0.636363636363636
"197",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.0909090909090909,0.272727272727273,0.727272727272727
"198",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.818181818181818
"199",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.181818181818182,0.545454545454545,0.454545454545455
"200",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.0909090909090909,0.454545454545455,0.545454545454545
"201",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,1e-04,0.363636363636364,0.636363636363636
"202",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.181818181818182,0.454545454545455,0.545454545454545
"203",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.0909090909090909,0.363636363636364,0.636363636363636
"204",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.272727272727273,0.727272727272727
"205",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.181818181818182,0.363636363636364,0.636363636363636
"206",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.0909090909090909,0.272727272727273,0.727272727272727
"207",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.818181818181818
"208",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.181818181818182,0.545454545454545,0.454545454545455
"209",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.0909090909090909,0.454545454545455,0.545454545454545
"210",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.181818181818182,1e-04,0.363636363636364,0.636363636363636
"211",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.181818181818182,0.454545454545455,0.545454545454545
"212",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,0.0909090909090909,0.363636363636364,0.636363636363636
"213",0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.0909090909090909,1e-04,0.272727272727273,0.727272727272727
"214",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.181818181818182,0.363636363636364,0.636363636363636
"215",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,0.0909090909090909,0.272727272727273,0.727272727272727
"216",0.0909090909090909,1e-04,0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.818181818181818
"217",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.181818181818182,0.454545454545455,0.545454545454545
"218",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.0909090909090909,0.363636363636364,0.636363636363636
"219",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,1e-04,0.272727272727273,0.727272727272727
"220",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,0.181818181818182,0.363636363636364,0.636363636363636
"221",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,0.0909090909090909,0.272727272727273,0.727272727272727
"222",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.818181818181818
"223",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,0.181818181818182,0.272727272727273,0.727272727272727
"224",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,0.0909090909090909,0.181818181818182,0.818181818181818
"225",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,1e-04,0.0909090909090909,0.909090909090909
"226",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.181818181818182,0.454545454545455,0.545454545454545
"227",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.0909090909090909,0.363636363636364,0.636363636363636
"228",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,1e-04,0.272727272727273,0.727272727272727
"229",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,0.181818181818182,0.363636363636364,0.636363636363636
"230",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,0.0909090909090909,0.272727272727273,0.727272727272727
"231",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,1e-04,0.181818181818182,0.818181818181818
"232",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,0.181818181818182,0.272727272727273,0.727272727272727
"233",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,0.0909090909090909,0.181818181818182,0.818181818181818
"234",0.0909090909090909,1e-04,1e-04,1e-04,1e-04,1e-04,0.0909090909090909,0.909090909090909
"235",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.181818181818182,0.454545454545455,0.545454545454545
"236",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,0.0909090909090909,0.363636363636364,0.636363636363636
"237",0.0909090909090909,1e-04,1e-04,1e-04,0.181818181818182,1e-04,0.272727272727273,0.727272727272727
"238",0.0909090909090909,1e-04,1e-04,1e-04,0.0909090909090909,0.181818181818182,0.363636363636364,0.636363636363636
