"","","","","","","pSum",""
"67",0.222222222222222,1e-04,0.333333333333333,0.111111111111111,1e-04,0.666666666666667,0.333333333333333
"68",0.222222222222222,1e-04,0.333333333333333,0.111111111111111,1e-04,0.666666666666667,0.333333333333333
"69",0.222222222222222,1e-04,0.333333333333333,0.111111111111111,1e-04,0.666666666666667,0.333333333333333
"70",0.222222222222222,1e-04,0.333333333333333,1e-04,1e-04,0.555555555555556,0.444444444444444
"71",0.222222222222222,1e-04,0.333333333333333,1e-04,1e-04,0.555555555555556,0.444444444444444
"72",0.222222222222222,1e-04,0.333333333333333,1e-04,1e-04,0.555555555555556,0.444444444444444
"73",0.222222222222222,0.111111111111111,1e-04,0.222222222222222,1e-04,0.555555555555556,0.444444444444444
"74",0.222222222222222,0.111111111111111,1e-04,0.222222222222222,1e-04,0.555555555555556,0.444444444444444
"75",0.222222222222222,0.111111111111111,1e-04,0.222222222222222,1e-04,0.555555555555556,0.444444444444444
"76",0.222222222222222,0.111111111111111,1e-04,0.111111111111111,1e-04,0.444444444444444,0.555555555555556
"77",0.222222222222222,0.111111111111111,1e-04,0.111111111111111,1e-04,0.444444444444444,0.555555555555556
"78",0.222222222222222,0.111111111111111,1e-04,0.111111111111111,1e-04,0.444444444444444,0.555555555555556
"79",0.222222222222222,0.111111111111111,1e-04,1e-04,1e-04,0.333333333333333,0.666666666666667
"80",0.222222222222222,0.111111111111111,1e-04,1e-04,1e-04,0.333333333333333,0.666666666666667
"81",0.222222222222222,0.111111111111111,1e-04,1e-04,1e-04,0.333333333333333,0.666666666666667
"82",0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.888888888888889,0.111111111111111
"83",0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.888888888888889,0.111111111111111
"84",0.222222222222222,0.111111111111111,0.333333333333333,0.222222222222222,1e-04,0.888888888888889,0.111111111111111
"85",0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.777777777777778,0.222222222222222
"86",0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.777777777777778,0.222222222222222
"87",0.222222222222222,0.111111111111111,0.333333333333333,0.111111111111111,1e-04,0.777777777777778,0.222222222222222
"88",0.222222222222222,0.111111111111111,0.333333333333333,1e-04,1e-04,0.666666666666667,0.333333333333333
"89",0.222222222222222,0.111111111111111,0.333333333333333,1e-04,1e-04,0.666666666666667,0.333333333333333
"90",0.222222222222222,0.111111111111111,0.333333333333333,1e-04,1e-04,0.666666666666667,0.333333333333333
"91",0.222222222222222,0.222222222222222,1e-04,0.222222222222222,1e-04,0.666666666666667,0.333333333333333
"92",0.222222222222222,0.222222222222222,1e-04,0.222222222222222,1e-04,0.666666666666667,0.333333333333333
"93",0.222222222222222,0.222222222222222,1e-04,0.222222222222222,1e-04,0.666666666666667,0.333333333333333
"94",0.222222222222222,0.222222222222222,1e-04,0.111111111111111,1e-04,0.555555555555556,0.444444444444444
"95",0.222222222222222,0.222222222222222,1e-04,0.111111111111111,1e-04,0.555555555555556,0.444444444444444
"96",0.222222222222222,0.222222222222222,1e-04,0.111111111111111,1e-04,0.555555555555556,0.444444444444444
"97",0.222222222222222,0.222222222222222,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"98",0.222222222222222,0.222222222222222,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"99",0.222222222222222,0.222222222222222,1e-04,1e-04,1e-04,0.444444444444444,0.555555555555556
"100",0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.9999,1e-04
"101",0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.9999,1e-04
"102",0.222222222222222,0.222222222222222,0.333333333333333,0.222222222222222,1e-04,0.9999,1e-04
"103",0.222222222222222,0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.888888888888889,0.111111111111111
"104",0.222222222222222,0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.888888888888889,0.111111111111111
"105",0.222222222222222,0.222222222222222,0.333333333333333,0.111111111111111,1e-04,0.888888888888889,0.111111111111111
"106",0.222222222222222,0.222222222222222,0.333333333333333,1e-04,1e-04,0.777777777777778,0.222222222222222
"107",0.222222222222222,0.222222222222222,0.333333333333333,1e-04,1e-04,0.777777777777778,0.222222222222222
"108",0.222222222222222,0.222222222222222,0.333333333333333,1e-04,1e-04,0.777777777777778,0.222222222222222
